caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,target_binary,target_multi
1951-036,1951-036-01,1951-036-01-01,1951-036-01-01-01,1/28/1952,6,342 U.S. 347,72 S. Ct. 326,96 L. Ed. 2d 390,1952 U.S. LEXIS 2485,1951,1303,Vinson,275,"UNITED STATES EX REL. JAEGELER v. CARUSI, COMMISSIONER OF IMMIGRATION AND NATURALIZATION, ET AL.",1/7/1952,,106.0,,368.0,,1.0,27.0,,0.0,109.0,45.0,23.0,,0.0,12.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,20110.0,2.0,2.0,0.0,4.0,,6.0,600.0,50 U.S.C. Â§ 21,,,1,8,0,,2
1951-037,1951-037-01,1951-037-01-01,1951-037-01-01-01,1/28/1952,2,342 U.S. 350,72 S. Ct. 327,96 L. Ed. 2d 392,1952 U.S. LEXIS 2486,1951,1303,Vinson,273,BRIGGS ET AL. v. ELLIOTT ET AL.,,,224.0,,21.0,48.0,2.0,,,1.0,155.0,,155.0,,1.0,1.0,,2.0,1.0,5.0,0.0,1.0,0.0,0.0,20050.0,2.0,1.0,1.0,3.0,,,,,,,1,7,2,,2
1951-038,1951-038-01,1951-038-01-01,1951-038-01-01-01,2/4/1952,1,342 U.S. 353,72 S. Ct. 306,96 L. Ed. 2d 394,1952 U.S. LEXIS 2779,1951,1303,Vinson,86,HUGHES v. UNITED STATES,1/7/1952,,237.0,,27.0,,2.0,,,1.0,96.0,37.0,96.0,37.0,0.0,1.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,80010.0,8.0,1.0,0.0,3.0,4.0,3.0,367.0,,78.0,87.0,1,7,0,1.0,1
1951-039,1951-039-01,1951-039-01-01,1951-039-01-01-01,2/4/1952,1,342 U.S. 359,72 S. Ct. 312,96 L. Ed. 2d 398,1952 U.S. LEXIS 2462,1951,1303,Vinson,374,"DICE v. AKRON, CANTON & YOUNGSTOWN RAILROAD CO.",1/7/1952,,145.0,,231.0,,1.0,,,0.0,302.0,41.0,300.0,41.0,1.0,5.0,3.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,80040.0,8.0,2.0,0.0,4.0,,3.0,329.0,,78.0,87.0,1,9,0,1.0,2
1951-040,1951-040-01,1951-040-01-01,1951-040-01-01-01,2/4/1952,1,342 U.S. 371,72 S. Ct. 350,96 L. Ed. 2d 417,1952 U.S. LEXIS 2811,1951,1303,Vinson,250,"UNITED STATES v. NEW WRINKLE, INC. ET AL.",1/10/1952,,27.0,,172.0,,2.0,,,0.0,104.0,41.0,104.0,41.0,0.0,1.0,,1.0,1.0,3.0,0.0,1.0,0.0,0.0,80010.0,8.0,2.0,0.0,4.0,,3.0,367.0,,79.0,87.0,1,8,0,1.0,1
1951-041,1951-041-01,1951-041-01-01,1951-041-01-01-01,2/4/1952,1,342 U.S. 382,72 S. Ct. 309,96 L. Ed. 2d 427,1952 U.S. LEXIS 2463,1951,1303,Vinson,184,"STANDARD OIL CO. v. PECK, TAX COMMISSIONER, et al.",1/3/1952,,25.0,41.0,19.0,41.0,2.0,117.0,41.0,0.0,300.0,41.0,300.0,41.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,80100.0,8.0,1.0,0.0,2.0,,2.0,230.0,,81.0,87.0,1,7,2,1.0,1
1951-042,1951-042-01,1951-042-01-01,1951-042-01-01-01,3/3/1952,1,342 U.S. 389,72 S. Ct. 424,96 L. Ed. 2d 436,1952 U.S. LEXIS 2381,1951,1303,Vinson,253,"MEMPHIS STEAM LAUNDRY CLEANER, INC. v. STONE, CHAIRMAN, STATE TAX COMMISSION",12/3/1951,,25.0,29.0,19.0,29.0,2.0,117.0,29.0,0.0,302.0,29.0,300.0,29.0,0.0,1.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,80100.0,8.0,1.0,0.0,2.0,,1.0,111.0,,87.0,87.0,1,8,1,1.0,1
1951-043,1951-043-01,1951-043-01-01,1951-043-01-01-01,3/3/1952,1,342 U.S. 396,72 S. Ct. 421,96 L. Ed. 2d 441,1952 U.S. LEXIS 2382,1951,1303,Vinson,349,"FIRST NATIONAL BANK OF CHICAGO, EXECUTOR, v. UNITED AIR LINES, INC.",1/8/1952,,208.0,,104.0,,1.0,,,0.0,66.0,17.0,27.0,,0.0,11.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,80070.0,8.0,2.0,0.0,2.0,,1.0,143.0,,78.0,87.0,1,7,2,1.0,1
1951-044,1951-044-01,1951-044-01-01,1951-044-01-01-01,3/3/1952,1,342 U.S. 402,72 S. Ct. 398,96 L. Ed. 2d 448,1952 U.S. LEXIS 2383,1951,1303,Vinson,143,SUTTON v. LEIB,12/3/1951,,253.0,,168.0,,1.0,,,0.0,67.0,17.0,27.0,,0.0,10.0,2.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,110030.0,11.0,3.0,0.0,2.0,7.0,1.0,143.0,,79.0,87.0,1,8,1,1.0,2
1951-045,1951-045-01,1951-045-01-01,1951-045-01-01-01,3/3/1952,1,342 U.S. 415,72 S. Ct. 428,96 L. Ed. 2d 458,1952 U.S. LEXIS 2384,1951,1303,Vinson,329,"MULLANEY, COMMISSIONER OF TAXATION OF THE TERRITORY OF ALASKA, v. ANDERSON et al.",1/7/1952,,19.0,2.0,249.0,,1.0,,,0.0,44.0,,29.0,,1.0,11.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,80100.0,8.0,2.0,0.0,2.0,,1.0,144.0,,80.0,78.0,1,6,3,0.0,0
1951-046,1951-046-01,1951-046-01-01,1951-046-01-01-01,3/3/1952,1,342 U.S. 421,72 S. Ct. 405,96 L. Ed. 2d 469,1952 U.S. LEXIS 2708,1951,1303,Vinson,317,"DAY-BRITE LIGHTING, INC. v. MISSOURI",1/10/1952,,151.0,,28.0,30.0,2.0,,,0.0,302.0,30.0,300.0,30.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,20010.0,2.0,2.0,0.0,2.0,,2.0,230.0,,81.0,87.0,1,8,1,0.0,0
1951-048,1951-048-01,1951-048-01-01,1951-048-01-01-01,3/3/1952,1,342 U.S. 437,72 S. Ct. 413,96 L. Ed. 2d 485,1952 U.S. LEXIS 2386,1951,1303,Vinson,85,PERKINS v. BENGUET CONSOLIDATED MINING CO. ET AL.,11/27/1951,,193.0,,200.0,,1.0,,,0.0,302.0,41.0,300.0,41.0,0.0,12.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,40060.0,4.0,1.0,0.0,2.0,,2.0,230.0,,86.0,78.0,1,7,2,,2
1951-049,1951-049-01,1951-049-01-01,1951-049-01-01-01,3/3/1952,1,342 U.S. 451,72 S. Ct. 433,96 L. Ed. 2d 497,1952 U.S. LEXIS 2709,1951,1303,Vinson,6,"BRANNAN, SECRETARY OF AGRICULTURE, v. STARK ET AL.",10/9/1951,,304.0,,141.0,,1.0,4.0,,0.0,55.0,10.0,32.0,,0.0,12.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,90120.0,9.0,2.0,0.0,5.0,4.0,6.0,600.0,7 U.S.C. Â§ 601,88.0,87.0,1,4,3,0.0,0
1951-050,1951-050-01,1951-050-01-01,1951-050-01-01-01,3/3/1952,1,342 U.S. 485,72 S. Ct. 380,96 L. Ed. 2d 517,1952 U.S. LEXIS 2387,1951,1303,Vinson,8,ADLER ET AL. v. BOARD OF EDUCATION OF THE CITY OF NEW YORK,1/3/1952,,8.0,37.0,21.0,37.0,2.0,,,0.0,302.0,37.0,300.0,37.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,30120.0,3.0,1.0,0.0,2.0,,2.0,200.0,,89.0,87.0,1,6,3,0.0,0
1951-051,1951-051-01,1951-051-01-01,1951-051-01-01-01,3/3/1952,1,342 U.S. 512,72 S. Ct. 410,96 L. Ed. 2d 534,1952 U.S. LEXIS 2388,1951,1303,Vinson,361,"BLACKMAR v. GUERRE, REGIONAL MANAGER, VETERANS' ADMINISTRATION, ET AL.",1/30/1952,,8.0,60.0,414.0,,1.0,20.0,,0.0,75.0,22.0,25.0,,0.0,12.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,90120.0,9.0,1.0,0.0,4.0,,6.0,600.0,5 U.S.C. Â§ 118,89.0,87.0,1,8,1,0.0,0
1951-053,1951-053-01,1951-053-01-01,1951-053-01-01-01,3/10/1952,1,342 U.S. 519,72 S. Ct. 509,96 L. Ed. 2d 541,1952 U.S. LEXIS 2343,1951,1303,Vinson,331,"FRISBIE, WARDEN, v. COLLINS",1/28/1952,,28.0,27.0,126.0,,1.0,,,0.0,81.0,27.0,26.0,,1.0,10.0,4.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,10020.0,1.0,1.0,0.0,2.0,7.0,2.0,230.0,,78.0,87.0,1,9,0,1.0,1
1951-054,1951-054-01,1951-054-01-01,1951-054-01-01-01,3/10/1952,1,342 U.S. 524,72 S. Ct. 525,96 L. Ed. 2d 547,1952 U.S. LEXIS 2344,1951,1303,Vinson,35,"CARLSON ET AL. v. LANDON, DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION SERVICE",11/26/1951,,106.0,,368.0,,1.0,68.0,,0.0,51.0,6.0,29.0,,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,30060.0,3.0,1.0,0.0,4.0,,3.0,346.0,,79.0,87.0,1,5,4,0.0,0
1951-055,1951-055-01,1951-055-01-01,1951-055-01-01-01,3/10/1952,1,342 U.S. 570,72 S. Ct. 492,96 L. Ed. 2d 576,1952 U.S. LEXIS 2634,1951,1303,Vinson,15M,FAR EAST CONFERENCE ET AL. v. UNITED STATES ET AL.,1/30/1952,,116.0,,27.0,,1.0,,,0.0,92.0,,92.0,,0.0,10.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,90320.0,9.0,1.0,0.0,4.0,7.0,6.0,600.0,46 U.S.C. Â§ 801,80.0,87.0,1,6,2,1.0,1
1951-056,1951-056-01,1951-056-01-01,1951-056-01-01-01,3/10/1952,1,342 U.S. 580,72 S. Ct. 512,96 L. Ed. 2d 586,1952 U.S. LEXIS 2345,1951,1303,Vinson,43,"HARISIADES v. SHAUGHNESSY, DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION",12/5/1951,,106.0,,368.0,,1.0,68.0,,0.0,96.0,37.0,22.0,,0.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,30060.0,3.0,1.0,0.0,1.0,,3.0,369.0,,84.0,87.0,1,6,2,0.0,0
1951-057,1951-057-01,1951-057-01-01,1951-057-01-01-01,3/10/1952,1,343 U.S. 1,72 S. Ct. 451,96 L. Ed. 2d 717,1952 U.S. LEXIS 2342,1951,1303,Vinson,201,SACHER ET AL. v. UNITED STATES,1/9/1952,,111.0,,27.0,,1.0,,,0.0,96.0,37.0,22.0,,0.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10080.0,1.0,1.0,0.0,4.0,,4.0,401.0,,84.0,87.0,1,5,3,0.0,0
1951-058,1951-058-01,1951-058-01-01,1951-058-01-01-01,3/10/1952,1,343 U.S. 90,72 S. Ct. 497,96 L. Ed. 2d 769,1952 U.S. LEXIS 2777,1951,1303,Vinson,158,LILLY ET AL. v. COMMISSIONER OF INTERNAL REVENUE,12/3/1951,,240.0,,368.0,,1.0,69.0,,0.0,9.0,,29.0,,0.0,11.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,120020.0,12.0,1.0,0.0,4.0,,3.0,345.0,,86.0,87.0,1,8,0,1.0,2
1951-059,1951-059-01,1951-059-01-01,1951-059-01-01-01,3/10/1952,1,343 U.S. 99,72 S. Ct. 502,96 L. Ed. 2d 775,1952 U.S. LEXIS 2659,1951,1303,Vinson,165,BUCK ET AL. v. CALIFORNIA,11/28/1951,,121.0,,28.0,6.0,2.0,,,0.0,302.0,6.0,302.0,6.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80110.0,8.0,2.0,0.0,4.0,,3.0,352.0,,89.0,87.0,1,5,4,0.0,0
1951-060,1951-060-01,1951-060-01-01,1951-060-01-01-01,3/24/1952,1,343 U.S. 112,72 S. Ct. 581,96 L. Ed. 2d 786,1952 U.S. LEXIS 2284,1951,1303,Vinson,391,BRUNER v. UNITED STATES,1/30/1952,,8.0,60.0,27.0,,1.0,,,0.0,,,25.0,,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,90320.0,9.0,1.0,0.0,4.0,,6.0,600.0,65 Stat. 727,87.0,87.0,1,7,2,0.0,0
1951-061,1951-061-01,1951-061-01-01,1951-061-01-01-01,3/24/1952,1,343 U.S. 118,72 S. Ct. 585,96 L. Ed. 2d 791,1952 U.S. LEXIS 2775,1951,1303,Vinson,173,LYKES v. UNITED STATES,11/29/1951,,240.0,,27.0,,1.0,69.0,,0.0,58.0,12.0,25.0,,0.0,10.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,120020.0,12.0,2.0,0.0,4.0,5.0,3.0,345.0,,86.0,87.0,1,6,3,0.0,0
1951-062,1951-062-01,1951-062-01-01,1951-062-01-01-01,3/24/1952,1,343 U.S. 130,72 S. Ct. 571,96 L. Ed. 2d 833,1952 U.S. LEXIS 2776,1951,1303,Vinson,195,RUTKIN v. UNITED STATES,12/3/1951,,100.0,,27.0,,1.0,,,0.0,92.0,35.0,23.0,,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10490.0,1.0,1.0,0.0,4.0,,3.0,345.0,,86.0,78.0,1,5,4,0.0,0
1951-063,1951-063-01,1951-063-01-01,1951-063-01-01-01,3/31/1952,1,343 U.S. 148,72 S. Ct. 568,96 L. Ed. 2d 846,1952 U.S. LEXIS 2247,1951,1303,Vinson,426,UNITED STATES v. HOOD ET AL.,3/4/1952,,27.0,,211.0,,2.0,,,0.0,85.0,29.0,85.0,29.0,0.0,1.0,,1.0,1.0,3.0,0.0,1.0,0.0,0.0,80140.0,8.0,2.0,0.0,4.0,,6.0,600.0,18 U.S.C. Â§ 215,80.0,80.0,1,5,4,1.0,1
1951-064,1951-064-01,1951-064-01-01,1951-064-01-01-01,4/3/1952,6,343 U.S. 154,72 S. Ct. 598,96 L. Ed. 2d 852,1952 U.S. LEXIS 2245,1951,1303,Vinson,649,"RAY, CHAIRMAN OF THE STATE DEMOCRATIC EXECUTIVE COMMITTEE OF ALABAMA, v. BLAIR",3/31/1952,,211.0,,211.0,,12.0,,,0.0,302.0,1.0,300.0,1.0,1.0,1.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20010.0,2.0,1.0,0.0,2.0,,1.0,131.0,,,,1,5,2,1.0,1
1951-065,1951-065-01,1951-065-01-01,1951-065-01-01-01,4/7/1952,1,343 U.S. 156,72 S. Ct. 611,96 L. Ed. 2d 853,1952 U.S. LEXIS 2230,1951,1303,Vinson,172,"KAUFMAN ET AL. v. SOCIETE INTERNATIONALE POUR PARTICIPATIONS INDUSTRIELLES ET COMMERCIALES, S. A., ET AL.",1/2/1952,,237.0,,159.0,,1.0,5.0,,0.0,55.0,10.0,32.0,,0.0,10.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,40070.0,4.0,2.0,0.0,4.0,,4.0,400.0,,78.0,78.0,1,5,3,1.0,1
1951-066,1951-066-01,1951-066-01-01,1951-066-01-01-01,4/7/1952,1,343 U.S. 169,72 S. Ct. 591,96 L. Ed. 2d 863,1952 U.S. LEXIS 2231,1951,1303,Vinson,443,UNITED STATES v. SPECTOR,3/6/1952,,27.0,,106.0,,2.0,68.0,,0.0,51.0,6.0,51.0,6.0,0.0,1.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20110.0,2.0,1.0,0.0,1.0,,3.0,344.0,,81.0,87.0,1,5,3,1.0,1
1951-067,1951-067-01,1951-067-01-01,1951-067-01-01-01,4/7/1952,1,343 U.S. 181,72 S. Ct. 599,96 L. Ed. 2d 872,1952 U.S. LEXIS 2232,1951,1303,Vinson,373,STROBLE v. CALIFORNIA,3/6/1952,,100.0,,28.0,6.0,1.0,,,0.0,302.0,6.0,300.0,6.0,0.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10010.0,1.0,1.0,0.0,2.0,,2.0,210.0,,88.0,87.0,1,6,3,0.0,0
1951-068,1951-068-01,1951-068-01-01,1951-068-01-01-01,4/7/1952,1,343 U.S. 205,72 S. Ct. 618,96 L. Ed. 2d 888,1952 U.S. LEXIS 2642,1951,1303,Vinson,178,"UEBERSEE FINANZ-KORPORATION, A. G., v. McGRATH, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN",1/2/1952,,159.0,,1.0,,1.0,5.0,,0.0,55.0,10.0,32.0,,0.0,12.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,40070.0,4.0,2.0,0.0,4.0,,3.0,376.0,,89.0,87.0,1,8,0,1.0,1
1951-069,1951-069-01,1951-069-01-01,1951-069-01-01-01,4/15/1952,1,343 U.S. 214,72 S. Ct. 654,96 L. Ed. 2d 894,1952 U.S. LEXIS 2246,1951,1303,Vinson,649,"RAY, CHAIRMAN OF THE STATE DEMOCRATIC EXECUTIVE COMMITTEE OF ALABAMA, v. BLAIR",3/31/1952,,211.0,,211.0,,1.0,,,0.0,302.0,1.0,300.0,1.0,1.0,12.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20010.0,2.0,1.0,0.0,2.0,,1.0,131.0,,79.0,87.0,1,5,2,1.0,1
1951-070,1951-070-01,1951-070-01-01,1951-070-01-01-01,4/21/1952,1,343 U.S. 236,72 S. Ct. 666,96 L. Ed. 2d 907,1952 U.S. LEXIS 2633,1951,1303,Vinson,450,UNITED STATES v. ATLANTIC MUTUAL INSURANCE CO. ET AL.,3/7/1952,,27.0,,234.0,,1.0,,,0.0,96.0,37.0,22.0,,0.0,10.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80060.0,8.0,1.0,0.0,4.0,7.0,6.0,600.0,46 U.S.C. Â§ 1304,78.0,87.0,1,7,2,0.0,0
1951-071,1951-071-01,1951-071-01-01,1951-071-01-01-01,4/28/1952,1,343 U.S. 250,72 S. Ct. 725,96 L. Ed. 2d 919,1952 U.S. LEXIS 2799,1951,1303,Vinson,118,BEAUHARNAIS v. ILLINOIS,11/28/1951,,218.0,,28.0,17.0,1.0,,,0.0,302.0,17.0,300.0,17.0,0.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,30030.0,3.0,1.0,0.0,2.0,,2.0,200.0,,80.0,87.0,1,5,4,0.0,0
1951-072,1951-072-01,1951-072-01-01,1951-072-01-01-01,4/28/1952,1,343 U.S. 306,72 S. Ct. 679,96 L. Ed. 2d 954,1952 U.S. LEXIS 2773,1951,1303,Vinson,431,"ZORACH ET AL. v. CLAUSON ET AL., CONSTITUTING THE BOARD OF EDUCATION OF THE CITY OF NEW YORK, ET AL.",1/31/1952,,202.0,,21.0,37.0,2.0,,,0.0,302.0,37.0,300.0,37.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,30180.0,3.0,1.0,0.0,2.0,,2.0,202.0,,81.0,87.0,1,6,3,0.0,0
1951-073,1951-073-01,1951-073-01-01,1951-073-01-01-01,4/28/1952,1,343 U.S. 326,72 S. Ct. 690,96 L. Ed. 2d 978,1952 U.S. LEXIS 2701,1951,1303,Vinson,19,UNITED STATES v. OREGON STATE MEDICAL SOCIETY ET AL.,1/4/1952,,27.0,,206.0,,2.0,,,0.0,108.0,43.0,108.0,43.0,0.0,1.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,80010.0,8.0,1.0,0.0,4.0,,4.0,400.0,,84.0,87.0,1,7,1,0.0,0
1951-074,1951-074-01,1951-074-01-01,1951-074-01-01-01,4/28/1952,1,343 U.S. 341,72 S. Ct. 699,96 L. Ed. 2d 988,1952 U.S. LEXIS 2156,1951,1303,Vinson,411,"MADSEN v. KINSELLA, WARDEN",1/8/1952,,253.0,,27.0,,1.0,,,0.0,131.0,57.0,24.0,,0.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,20240.0,2.0,1.0,0.0,4.0,,3.0,377.0,,86.0,87.0,1,8,1,0.0,0
1951-075,1951-075-01,1951-075-01-01,1951-075-01-01-01,5/5/1952,1,343 U.S. 373,72 S. Ct. 716,96 L. Ed. 2d 1008,1952 U.S. LEXIS 2658,1951,1303,Vinson,282,SWIFT & COMPANY v. UNITED STATES ET AL.,3/5/1952,,158.0,,27.0,,2.0,66.0,,1.0,66.0,17.0,66.0,17.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80220.0,8.0,2.0,0.0,5.0,4.0,3.0,343.0,,89.0,87.0,1,6,3,0.0,0
1951-078,1951-078-01,1951-078-01-01,1951-078-01-01-01,5/26/1952,1,343 U.S. 395,72 S. Ct. 824,96 L. Ed. 2d 1027,1952 U.S. LEXIS 2698,1951,1303,Vinson,126,NATIONAL LABOR RELATIONS BOARD v. AMERICAN NATIONAL INSURANCE CO.,3/4/1952,,382.0,,151.0,,1.0,82.0,,0.0,25.0,,25.0,,0.0,11.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,70070.0,7.0,1.0,0.0,4.0,5.0,3.0,350.0,,87.0,87.0,1,6,3,0.0,0
1951-079,1951-079-01,1951-079-01-01,1951-079-01-01-01,5/26/1952,1,343 U.S. 414,72 S. Ct. 843,96 L. Ed. 2d 1042,1952 U.S. LEXIS 2641,1951,1303,Vinson,428,PENNSYLVANIA WATER & POWER CO. ET AL. v. FEDERAL POWER COMMISSION ET AL.,4/3/1952,,219.0,,352.0,,1.0,52.0,,0.0,32.0,,32.0,,1.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,80270.0,8.0,1.0,1.0,4.0,5.0,3.0,336.0,,78.0,87.0,1,6,2,0.0,0
1951-080,1951-080-01,1951-080-01-01,1951-080-01-01-01,5/26/1952,1,343 U.S. 427,72 S. Ct. 849,96 L. Ed. 2d 1051,1952 U.S. LEXIS 2626,1951,1303,Vinson,401,JOHANSEN v. UNITED STATES,3/4/1952,,8.0,60.0,27.0,,1.0,,,0.0,96.0,37.0,22.0,,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,80050.0,8.0,1.0,0.0,4.0,,6.0,600.0,5 U.S.C. Â§ 751,79.0,79.0,1,5,4,0.0,0
1951-081,1951-081-01,1951-081-01-01,1951-081-01-01-01,5/26/1952,1,343 U.S. 444,72 S. Ct. 838,96 L. Ed. 2d 1063,1952 U.S. LEXIS 2810,1951,1303,Vinson,230,BESSER MANUFACTURING CO. ET AL. v. UNITED STATES,4/21/1952,,184.0,,27.0,,2.0,,,0.0,81.0,27.0,81.0,27.0,0.0,1.0,,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80010.0,8.0,2.0,0.0,4.0,,3.0,367.0,,84.0,87.0,1,8,0,0.0,0
1951-082,1951-082-01,1951-082-01-01,1951-082-01-01-01,5/26/1952,1,343 U.S. 451,72 S. Ct. 813,96 L. Ed. 2d 1068,1952 U.S. LEXIS 2061,1951,1303,Vinson,224,PUBLIC UTILITIES COMMISSION OF THE DISTRICT OF COLUMBIA ET AL. v. POLLAK ET AL.,3/3/1952,,4.0,10.0,134.0,,1.0,117.0,10.0,0.0,55.0,10.0,32.0,,0.0,10.0,5.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,50010.0,5.0,1.0,0.0,2.0,,2.0,200.0,,86.0,87.0,1,6,2,1.0,2
1951-083,1951-083-01,1951-083-01-01,1951-083-01-01-01,5/26/1952,1,343 U.S. 470,72 S. Ct. 800,96 L. Ed. 2d 1081,1952 U.S. LEXIS 2627,1951,1303,Vinson,448,FEDERAL TRADE COMMISSION v. RUBEROID CO.,3/31/1952,,357.0,,184.0,,1.0,57.0,,0.0,22.0,,22.0,,0.0,10.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80010.0,8.0,2.0,0.0,4.0,5.0,3.0,364.0,,88.0,87.0,1,7,1,0.0,0
1951-084,1951-084-01,1951-084-01-01,1951-084-01-01-01,5/26/1952,1,343 U.S. 495,72 S. Ct. 777,96 L. Ed. 2d 1098,1952 U.S. LEXIS 2796,1951,1303,Vinson,522,"JOSEPH BURSTYN, INC. v. WILSON, COMMISSIONER OF EDUCATION OF NEW YORK, et al.",4/24/1952,,156.0,,19.0,37.0,2.0,117.0,37.0,0.0,301.0,37.0,300.0,37.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,30010.0,3.0,2.0,0.0,2.0,,2.0,200.0,,88.0,87.0,1,9,0,1.0,1
1951-086,1951-086-01,1951-086-01-01,1951-086-01-01-01,6/2/1952,1,343 U.S. 549,72 S. Ct. 978,96 L. Ed. 2d 1134,1952 U.S. LEXIS 2656,1951,1303,Vinson,513,"THOMPSON, TRUSTEE, MISSOURI PACIFIC RAILROAD CO. v. UNITED STATES ET AL.",4/23/1952,,231.0,,27.0,,2.0,66.0,,1.0,86.0,30.0,86.0,30.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,80220.0,8.0,1.0,0.0,5.0,4.0,3.0,343.0,,87.0,87.0,1,9,0,1.0,1
1951-087,1951-087-01,1951-087-01-01,1951-087-01-01-01,6/2/1952,1,343 U.S. 562,72 S. Ct. 985,96 L. Ed. 2d 1142,1952 U.S. LEXIS 2657,1951,1303,Vinson,151,UNITED STATES ET AL. v. GREAT NORTHERN RAILWAY CO.,1/8/1952,,27.0,,231.0,,2.0,66.0,,1.0,83.0,28.0,83.0,28.0,0.0,1.0,3.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,80220.0,8.0,2.0,0.0,5.0,4.0,3.0,343.0,,87.0,87.0,1,9,0,1.0,2
1951-088,1951-088-01,1951-088-01-01,1951-088-01-01-01,6/2/1952,1,343 U.S. 579,72 S. Ct. 863,96 L. Ed. 2d 1153,1952 U.S. LEXIS 2625,1951,1303,Vinson,744,YOUNGSTOWN SHEET & TUBE CO. ET AL. v. SAWYER,5/12/1952,,184.0,,316.0,,1.0,,,0.0,55.0,10.0,32.0,,0.0,12.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,130020.0,13.0,3.0,0.0,1.0,,5.0,511.0,,78.0,78.0,1,6,3,0.0,0
1951-089,1951-089-01,1951-089-01-01,1951-089-01-01-01,6/2/1952,1,343 U.S. 711,72 S. Ct. 994,96 L. Ed. 2d 1237,1952 U.S. LEXIS 2809,1951,1303,Vinson,388,ROBERTSON v. UNITED STATES,3/31/1952,,240.0,,27.0,,1.0,69.0,,0.0,123.0,52.0,30.0,,0.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,120020.0,12.0,2.0,0.0,4.0,,3.0,345.0,,81.0,87.0,1,7,1,0.0,0
