caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,target_binary,target_multi
1976-035,1976-035-01,1976-035-01-01,1976-035-01-01-01,1/12/1977,1,429 U.S. 363,97 S. Ct. 582,50 L. Ed. 2d 550,1977 U.S. LEXIS 8,1976,1506,Burger,75-567,OREGON ex rel. STATE LAND BOARD v. CORVALLIS SAND & GRAVEL CO.,10/4/1976,,28.0,43.0,187.0,,1.0,,,0.0,302.0,43.0,300.0,43.0,0.0,12.0,2.0,2.0,1.0,5.0,0.0,1.0,1.0,0.0,100130.0,10.0,1.0,0.0,7.0,,,,,102.0,99.0,1,6,3,,2
1976-037,1976-037-01,1976-037-01-01,1976-037-01-01-01,1/17/1977,2,429 U.S. 399,97 S. Ct. 657,50 L. Ed. 2d 638,1977 U.S. LEXIS 35,1976,1506,Burger,76-61,"GUSTE, ATTORNEY GENERAL OF LOUISIANA, et al. v. JACKSON et al.",,,28.0,22.0,155.0,,2.0,,,0.0,75.0,,75.0,,0.0,1.0,,2.0,1.0,5.0,0.0,1.0,0.0,0.0,50020.0,5.0,1.0,0.0,3.0,,,,,,99.0,1,9,0,,2
1976-038,1976-038-01,1976-038-01-01,1976-038-01-01-01,1/18/1977,1,429 U.S. 401,97 S. Ct. 679,50 L. Ed. 2d 641,1977 U.S. LEXIS 9,1976,1506,Burger,75-906,"WALSH, DBA TOM WALSH & CO. v. SCHLECHT et al., TRUSTEES",11/1/1976,,120.0,,145.0,,1.0,,,0.0,302.0,43.0,300.0,43.0,0.0,12.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,70180.0,7.0,2.0,0.0,4.0,,3.0,350.0,,92.0,99.0,1,8,1,0.0,0
1976-039,1976-039-01,1976-039-01-01,1976-039-01-01-01,1/18/1977,1,429 U.S. 413,97 S. Ct. 658,50 L. Ed. 2d 652,1977 U.S. LEXIS 36,1976,1506,Burger,75-212,UNITED STATES v. DONOVAN et al.,10/13/1976,,27.0,,100.0,,1.0,,,0.0,103.0,,26.0,,0.0,10.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,10070.0,1.0,1.0,0.0,4.0,,3.0,339.0,,101.0,99.0,1,6,3,1.0,2
1976-040,1976-040-01,1976-040-01-01,1976-040-01-01-01,1/25/1977,1,429 U.S. 452,97 S. Ct. 699,50 L. Ed. 2d 683,1977 U.S. LEXIS 10,1976,1506,Burger,75-1262,UNITED STATES et al. v. COUNTY OF FRESNO,11/8/1976,,27.0,,5.0,6.0,2.0,117.0,6.0,0.0,302.0,6.0,301.0,6.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,100110.0,10.0,1.0,0.0,1.0,,1.0,148.0,,95.0,99.0,1,8,1,0.0,0
1976-041,1976-041-01,1976-041-01-01,1976-041-01-01-01,1/25/1977,1,429 U.S. 477,97 S. Ct. 690,50 L. Ed. 2d 701,1977 U.S. LEXIS 37,1976,1506,Burger,75-904,"BRUNSWICK CORP. v. PUEBLO BOWL-O-MAT, INC., et al.",11/3/1976,,184.0,,238.0,,1.0,,,0.0,92.0,,23.0,,0.0,12.0,4.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,80010.0,8.0,1.0,0.0,4.0,,3.0,310.0,,98.0,99.0,1,9,0,,2
1976-042,1976-042-01,1976-042-01-01,1976-042-01-01-01,1/25/1977,2,429 U.S. 492,97 S. Ct. 711,50 L. Ed. 2d 714,1977 U.S. LEXIS 38,1976,1506,Burger,76-201,OREGON v. MATHIASON,,,28.0,43.0,100.0,,1.0,,,0.0,302.0,43.0,300.0,43.0,1.0,12.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,10100.0,1.0,1.0,0.0,2.0,,2.0,209.0,,,99.0,1,6,3,1.0,2
1976-043,1976-043-01,1976-043-01-01,1976-043-01-01-01,1/25/1977,2,429 U.S. 501,97 S. Ct. 717,50 L. Ed. 2d 723,1977 U.S. LEXIS 39,1976,1506,Burger,76-512,STANTON v. STANTON,,,188.0,,153.0,,2.0,,,0.0,302.0,52.0,300.0,52.0,1.0,1.0,3.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,20130.0,2.0,2.0,0.0,3.0,,,,,,99.0,1,8,1,,2
1976-044,1976-044-01,1976-044-01-01,1976-044-01-01-01,2/22/1977,1,429 U.S. 507,97 S. Ct. 891,51 L. Ed. 2d 1,1977 U.S. LEXIS 11,1976,1506,Burger,75-777,"NATIONAL LABOR RELATIONS BOARD v. ENTERPRISE ASSOCIATION OF STEAM, HOT WATER, HYDRAULIC SPRINKLER, PNEUMATIC TUBE, ICE MACHINE & GENERAL PIPEFITTERS OF NEW YORK AND VICINITY, LOCAL UNION NO. 638",10/6/1976,,382.0,,249.0,,1.0,82.0,,0.0,32.0,,32.0,,1.0,2.0,8.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,70020.0,7.0,2.0,0.0,4.0,5.0,3.0,356.0,,95.0,99.0,1,6,3,1.0,1
1976-045,1976-045-01,1976-045-01-01,1976-045-01-01-01,2/22/1977,1,429 U.S. 545,97 S. Ct. 837,51 L. Ed. 2d 30,1977 U.S. LEXIS 40,1976,1506,Burger,75-1510,"WEATHERFORD, AGENT OF THE SOUTH CAROLINA LAW ENFORCEMENT DIVISION, et al. v. BURSEY",12/7/1976,,19.0,48.0,126.0,,1.0,,,0.0,114.0,,24.0,,0.0,12.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,10120.0,1.0,1.0,0.0,2.0,,2.0,214.0,,95.0,99.0,1,7,2,1.0,1
1976-046,1976-046-01,1976-046-01-01,1976-046-01-01-01,2/22/1977,1,429 U.S. 569,97 S. Ct. 850,51 L. Ed. 2d 48,1977 U.S. LEXIS 41,1976,1506,Burger,75-1312,DON E. WILLIAMS CO. v. COMMISSIONER OF INTERNAL REVENUE,12/8/1976,,240.0,,369.0,,1.0,69.0,,0.0,9.0,,27.0,,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,120010.0,12.0,2.0,0.0,4.0,,3.0,345.0,,100.0,99.0,1,7,2,0.0,0
1976-047,1976-047-01,1976-047-01-01,1976-047-01-01-01,2/22/1977,1,429 U.S. 589,97 S. Ct. 869,51 L. Ed. 2d 64,1977 U.S. LEXIS 42,1976,1506,Burger,75-839,"WHALEN, COMMISSIONER OF HEALTH OF NEW YORK v. ROE et al.",10/13/1976,,28.0,37.0,204.0,,2.0,117.0,37.0,1.0,96.0,,96.0,,0.0,1.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,50010.0,5.0,1.0,0.0,2.0,,2.0,230.0,,103.0,99.0,1,9,0,1.0,1
1976-048,1976-048-01,1976-048-01-01,1976-048-01-01-01,2/22/1977,1,429 U.S. 610,97 S. Ct. 861,51 L. Ed. 2d 80,1977 U.S. LEXIS 43,1976,1506,Burger,75-853,"UNITED STATES STEEL CORP. et al. v. FORTNER ENTERPRISES, INC.",11/1/1976,,233.0,,139.0,,1.0,,,0.0,74.0,,26.0,,0.0,12.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,80010.0,8.0,1.0,0.0,4.0,,3.0,367.0,,103.0,99.0,1,9,0,1.0,1
1976-049,1976-049-01,1976-049-01-01,1976-049-01-01-01,2/22/1977,6,429 U.S. 624,97 S. Ct. 882,51 L. Ed. 2d 92,1977 U.S. LEXIS 44,1976,1506,Burger,75-812,"CODD, POLICE COMMISSIONER, CITY OF NEW YORK, et al. v. VELGER",12/1/1976,,19.0,37.0,8.0,37.0,1.0,117.0,37.0,0.0,96.0,,22.0,,0.0,12.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,40030.0,4.0,1.0,0.0,2.0,,2.0,230.0,,,99.0,1,5,4,1.0,1
1976-050,1976-050-01,1976-050-01-01,1976-050-01-01-01,2/22/1977,2,429 U.S. 642,97 S. Ct. 833,51 L. Ed. 2d 106,1977 U.S. LEXIS 45,1976,1506,Burger,76-489,"UNITED STATES v. BOARD OF SUPERVISORS OF WARREN COUNTY, MISSISSIPPI, et al.",,,27.0,,5.0,29.0,2.0,27.0,,1.0,85.0,,85.0,,0.0,1.0,,1.0,1.0,4.0,0.0,1.0,0.0,0.0,20020.0,2.0,2.0,0.0,4.0,3.0,3.0,378.0,,,99.0,1,9,0,1.0,2
1976-051,1976-051-01,1976-051-01-01,1976-051-01-01-01,2/22/1977,2,429 U.S. 648,97 S. Ct. 835,51 L. Ed. 2d 112,1977 U.S. LEXIS 12,1976,1506,Burger,76-613,"DONOVAN v. PENN SHIPPING CO., INC., et al.",,,145.0,,116.0,,1.0,,,0.0,96.0,,22.0,,0.0,12.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,90110.0,9.0,1.0,0.0,7.0,,3.0,348.0,,,92.0,1,7,2,0.0,0
1976-052,1976-052-01,1976-052-01-01,1976-052-01-01-01,2/22/1977,2,429 U.S. 651,97 S. Ct. 828,51 L. Ed. 2d 116,1977 U.S. LEXIS 46,1976,1506,Burger,76-667,"CONCERNED CITIZENS OF SOUTHERN OHIO, INC., et al. v. PINE CREEK CONSERVANCY DISTRICT et al.",,,25.0,41.0,18.0,41.0,2.0,117.0,41.0,1.0,104.0,,104.0,,0.0,1.0,,2.0,1.0,4.0,0.0,1.0,0.0,0.0,90200.0,9.0,1.0,0.0,3.0,,,,,,92.0,1,5,4,1.0,2
1976-053,1976-053-01,1976-053-01-01,1976-053-01-01-01,2/23/1977,1,430 U.S. 1,97 S. Ct. 926,51 L. Ed. 2d 124,1977 U.S. LEXIS 47,1976,1506,Burger,75-353,"PIPER et al. v. CHRIS-CRAFT INDUSTRIES, INC.",10/6/1976,,185.0,,197.0,,1.0,,,0.0,96.0,,22.0,,1.0,11.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,80120.0,8.0,1.0,0.0,4.0,5.0,3.0,365.0,,99.0,99.0,1,7,2,1.0,1
1976-054,1976-054-01,1976-054-01-01,1976-054-01-01-01,2/23/1977,1,430 U.S. 73,97 S. Ct. 911,51 L. Ed. 2d 173,1977 U.S. LEXIS 48,1976,1506,Burger,75-1301,DELAWARE TRIBAL BUSINESS COMMITTEE et al. v. WEEKS et al.,11/10/1976,,170.0,,170.0,,2.0,67.0,,1.0,107.0,,107.0,,1.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20150.0,2.0,1.0,0.0,1.0,,2.0,212.0,,92.0,99.0,1,8,1,1.0,1
1976-055,1976-055-01,1976-055-01-01,1976-055-01-01-01,2/23/1977,1,430 U.S. 99,97 S. Ct. 980,51 L. Ed. 2d 192,1977 U.S. LEXIS 49,1976,1506,Burger,75-1443,"CALIFANO, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. SANDERS",1/11/1977,,362.0,,140.0,,1.0,62.0,,0.0,68.0,,27.0,,0.0,12.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,90120.0,9.0,1.0,0.0,4.0,5.0,3.0,305.0,,92.0,99.0,1,8,0,1.0,1
1976-056,1976-056-01,1976-056-01-01,1976-056-01-01-01,2/23/1977,1,430 U.S. 112,97 S. Ct. 965,51 L. Ed. 2d 204,1977 U.S. LEXIS 13,1976,1506,Burger,75-978,"E. I. DU PONT DE NEMOURS & CO. et al. v. TRAIN, ADMINISTRATOR, ENVIRONMENTAL PROTECTION AGENCY, et al.",12/8/1976,,128.0,,333.0,,1.0,33.0,,0.0,127.0,,24.0,,0.0,11.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80130.0,8.0,2.0,0.0,4.0,5.0,3.0,338.0,,103.0,99.0,1,8,0,0.0,0
1976-057,1976-057-01,1976-057-01-01,1976-057-01-01-01,2/23/1977,6,430 U.S. 141,97 S. Ct. 987,51 L. Ed. 2d 224,1977 U.S. LEXIS 14,1976,1506,Burger,75-1150,CITY OF PHILADELPHIA et al. v. NEW JERSEY et al.,11/3/1976,,3.0,45.0,28.0,35.0,2.0,,,0.0,302.0,35.0,300.0,35.0,0.0,1.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,80130.0,8.0,2.0,0.0,3.0,,,,,,92.0,1,5,4,,2
1976-059,1976-059-01,1976-059-01-01,1976-059-01-01-01,3/1/1977,7,430 U.S. 144,97 S. Ct. 996,51 L. Ed. 2d 229,1977 U.S. LEXIS 51,1976,1506,Burger,75-104,"UNITED JEWISH ORGANIZATIONS OF WILLIAMSBURGH, INC., et al. v. CAREY, GOVERNOR OF NEW YORK, et al.",10/6/1976,,130.0,,28.0,37.0,1.0,27.0,,0.0,94.0,,22.0,,1.0,12.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,20090.0,2.0,2.0,0.0,2.0,,2.0,231.0,,95.0,92.0,1,7,1,0.0,0
1976-060,1976-060-01,1976-060-01-01,1976-060-01-01-01,3/1/1977,1,430 U.S. 188,97 S. Ct. 990,51 L. Ed. 2d 260,1977 U.S. LEXIS 52,1976,1506,Burger,75-708,MARKS et al. v. UNITED STATES,11/1/1976,,156.0,,27.0,,1.0,,,0.0,73.0,,26.0,,1.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,30200.0,3.0,1.0,1.0,1.0,,2.0,207.0,,101.0,99.0,1,5,4,1.0,2
1976-061,1976-061-01,1976-061-01-01,1976-061-01-01-01,3/2/1977,7,430 U.S. 199,97 S. Ct. 1021,51 L. Ed. 2d 270,1977 U.S. LEXIS 53,1976,1506,Burger,75-699,"CALIFANO, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. GOLDFARB",10/5/1976,,362.0,,236.0,,2.0,62.0,,1.0,94.0,,94.0,,0.0,1.0,,2.0,2.0,2.0,0.0,0.0,0.0,0.0,20130.0,2.0,2.0,0.0,1.0,,3.0,370.0,,92.0,92.0,1,5,4,0.0,0
1976-062,1976-062-01,1976-062-01-01,1976-062-01-01-01,3/7/1977,1,430 U.S. 243,97 S. Ct. 1067,51 L. Ed. 2d 300,1977 U.S. LEXIS 54,1976,1506,Burger,75-1198,"NOLDE BROTHERS, INC. v. LOCAL NO. 358, BAKERY & CONFECTIONERY WORKERS UNION, AFL-CIO",11/9/1976,,151.0,,249.0,,1.0,,,0.0,126.0,,24.0,,0.0,11.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,70010.0,7.0,1.0,0.0,4.0,,3.0,350.0,,99.0,99.0,1,7,2,0.0,0
1976-063,1976-063-01,1976-063-01-01,1976-063-01-01-01,3/7/1977,1,430 U.S. 259,97 S. Ct. 1047,51 L. Ed. 2d 313,1977 U.S. LEXIS 55,1976,1506,Burger,75-1157,"TOWN OF LOCKPORT, NEW YORK, et al. v. CITIZENS FOR COMMUNITY ACTION AT THE LOCAL LEVEL, INC., et al.",11/30/1976,,3.0,37.0,251.0,,2.0,,,1.0,97.0,,97.0,,0.0,1.0,8.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20090.0,2.0,1.0,0.0,2.0,,2.0,231.0,,94.0,99.0,1,9,0,1.0,1
1976-064,1976-064-01,1976-064-01-01,1976-064-01-01-01,3/7/1977,1,430 U.S. 274,97 S. Ct. 1076,51 L. Ed. 2d 326,1977 U.S. LEXIS 56,1976,1506,Burger,76-29,"COMPLETE AUTO TRANSIT, INC. v. BRADY, CHAIRMAN, MISSISSIPPI TAX COMMISSION",1/19/1977,,245.0,,28.0,29.0,2.0,117.0,29.0,0.0,302.0,29.0,300.0,29.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,80100.0,8.0,2.0,0.0,2.0,,1.0,111.0,,100.0,99.0,1,9,0,0.0,0
1976-065,1976-065-01,1976-065-01-01,1976-065-01-01-01,3/7/1977,1,430 U.S. 290,97 S. Ct. 1056,51 L. Ed. 2d 338,1977 U.S. LEXIS 57,1976,1506,Burger,75-804,"FARMER, SPECIAL ADMININISTRATOR v. UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICA, LOCAL 25, et al.",11/8/1976,,247.0,,249.0,,1.0,,,0.0,302.0,6.0,301.0,6.0,0.0,11.0,4.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,100020.0,10.0,1.0,0.0,4.0,,3.0,356.0,,101.0,99.0,1,9,0,,2
1976-066,1976-066-01,1976-066-01-01,1976-066-01-01-01,3/7/1977,2,430 U.S. 308,97 S. Ct. 1045,51 L. Ed. 2d 355,1977 U.S. LEXIS 58,1976,1506,Burger,76-867,"OKLAHOMA PUBLISHING CO. v. DISTRICT COURT IN AND FOR OKLAHOMA COUNTY, OKLAHOMA, et al.",,,226.0,,6.0,42.0,1.0,,,0.0,302.0,42.0,300.0,42.0,0.0,12.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,30010.0,3.0,2.0,0.0,2.0,,2.0,200.0,,,99.0,1,9,0,1.0,1
1976-067,1976-067-01,1976-067-01-01,1976-067-01-01-01,3/21/1977,2,430 U.S. 313,97 S. Ct. 1192,51 L. Ed. 2d 360,1977 U.S. LEXIS 5,1976,1506,Burger,76-457,"CALIFANO, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. WEBSTER",,,362.0,,199.0,,2.0,106.0,,0.0,94.0,,94.0,,0.0,1.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,20130.0,2.0,1.0,0.0,1.0,,2.0,212.0,,,99.0,1,9,0,1.0,2
1976-068,1976-068-01,1976-068-01-01,1976-068-01-01-01,3/21/1977,2,430 U.S. 322,97 S. Ct. 1189,51 L. Ed. 2d 368,1977 U.S. LEXIS 59,1976,1506,Burger,76-5881,MORALES v. TURMAN et al.,,,175.0,,28.0,51.0,1.0,,,0.0,119.0,,25.0,,0.0,12.0,8.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,90320.0,9.0,2.0,0.0,3.0,4.0,6.0,600.0,28 U.S.C. Â§ 2281,,99.0,1,9,0,1.0,2
1976-069,1976-069-01,1976-069-01-01,1976-069-01-01-01,3/21/1977,2,430 U.S. 325,97 S. Ct. 1191,51 L. Ed. 2d 372,1977 U.S. LEXIS 60,1976,1506,Burger,76-5920,"COSTELLO et al. v. WAINWRIGHT, SECRETARY, FLORIDA DEPARTMENT OF OFFENDER REHABILITATION, et al.",,,215.0,,28.0,12.0,1.0,,,0.0,56.0,,25.0,,0.0,12.0,8.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,90320.0,9.0,2.0,0.0,3.0,4.0,6.0,600.0,28 U.S.C. Â§ 2281,,99.0,1,9,0,1.0,2
1976-070,1976-070-01,1976-070-01-01,1976-070-01-01-01,3/22/1977,1,430 U.S. 327,97 S. Ct. 1211,51 L. Ed. 2d 376,1977 U.S. LEXIS 61,1976,1506,Burger,75-1397,"JUIDICE et al., JUDGES v. VAIL et al.",11/30/1976,,16.0,37.0,138.0,,2.0,,,1.0,96.0,,96.0,,0.0,1.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,90010.0,9.0,1.0,0.0,7.0,3.0,5.0,500.0,,102.0,99.0,1,6,3,1.0,1
1976-071,1976-071-01,1976-071-01-01,1976-071-01-01-01,3/22/1977,7,430 U.S. 349,97 S. Ct. 1197,51 L. Ed. 2d 393,1977 U.S. LEXIS 62,1976,1506,Burger,74-6593,GARDNER v. FLORIDA,11/30/1976,,126.0,,28.0,12.0,1.0,,,0.0,302.0,12.0,300.0,12.0,1.0,11.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,10130.0,1.0,2.0,0.0,2.0,,2.0,221.0,,103.0,99.0,1,8,1,,2
1976-073,1976-073-01,1976-073-01-01,1976-073-01-01-01,3/22/1977,1,430 U.S. 372,97 S. Ct. 1224,51 L. Ed. 2d 411,1977 U.S. LEXIS 63,1976,1506,Burger,75-811,"SWAIN, REFORMATORY SUPERINTENDENT v. PRESSLEY",1/19/1977,,28.0,10.0,215.0,,1.0,,,0.0,55.0,,32.0,,0.0,12.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,10020.0,1.0,1.0,0.0,4.0,3.0,,,,103.0,99.0,1,9,0,1.0,1
1976-074,1976-074-01,1976-074-01-01,1976-074-01-01-01,3/23/1977,1,430 U.S. 387,97 S. Ct. 1232,51 L. Ed. 2d 424,1977 U.S. LEXIS 64,1976,1506,Burger,74-1263,"BREWER, WARDEN v. WILLIAMS",10/4/1976,,28.0,19.0,126.0,,1.0,,,0.0,71.0,,28.0,,1.0,11.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10120.0,1.0,2.0,0.0,2.0,,2.0,214.0,,94.0,92.0,1,5,4,0.0,0
1976-075,1976-075-01,1976-075-01-01,1976-075-01-01-01,3/23/1977,1,430 U.S. 442,97 S. Ct. 1261,51 L. Ed. 2d 464,1977 U.S. LEXIS 65,1976,1506,Burger,75-746,"ATLAS ROOFING CO., INC. v. OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION et al.",11/29/1976,,151.0,,392.0,,1.0,92.0,,0.0,25.0,,25.0,,1.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10580.0,1.0,1.0,0.0,1.0,,2.0,218.0,,95.0,99.0,1,8,0,0.0,0
1976-076,1976-076-01,1976-076-01-01,1976-076-01-01-01,3/23/1977,1,430 U.S. 462,97 S. Ct. 1292,51 L. Ed. 2d 480,1977 U.S. LEXIS 66,1976,1506,Burger,75-1753,"SANTA FE INDUSTRIES, INC., et al. v. GREEN et al.",1/18/1977,,237.0,,237.0,,1.0,,,0.0,96.0,,22.0,,1.0,10.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,80120.0,8.0,1.0,0.0,4.0,5.0,3.0,365.0,,95.0,99.0,1,8,1,1.0,2
1976-077,1976-077-01,1976-077-01-01,1976-077-01-01-01,3/23/1977,1,430 U.S. 482,97 S. Ct. 1272,51 L. Ed. 2d 498,1977 U.S. LEXIS 67,1976,1506,Burger,75-1552,"CASTANEDA, SHERIFF v. PARTIDA",11/9/1976,,28.0,51.0,222.0,,1.0,,,0.0,121.0,,25.0,,0.0,11.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,20040.0,2.0,2.0,0.0,2.0,,2.0,231.0,,100.0,92.0,1,5,4,0.0,0
1976-078,1976-078-01,1976-078-01-01,1976-078-01-01-01,3/29/1977,1,430 U.S. 519,97 S. Ct. 1305,51 L. Ed. 2d 604,1977 U.S. LEXIS 68,1976,1506,Burger,75-1053,"JONES, DIRECTOR, DEPARTMENT OF WEIGHTS AND MEASURES, RIVERSIDE COUNTY v. RATH PACKING CO. et al.",12/6/1976,,28.0,6.0,158.0,,1.0,117.0,6.0,0.0,48.0,,29.0,,0.0,12.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,100030.0,10.0,2.0,0.0,4.0,,6.0,600.0,21 U.S.C. Â§ 601,98.0,99.0,1,7,2,0.0,0
1976-080,1976-080-01,1976-080-01-01,1976-080-01-01-01,4/4/1977,1,430 U.S. 551,97 S. Ct. 1386,51 L. Ed. 2d 631,1977 U.S. LEXIS 69,1976,1506,Burger,75-1868,NATIONAL GEOGRAPHIC SOCIETY v. CALIFORNIA BOARD OF EQUALIZATION,2/23/1977,,216.0,,4.0,6.0,2.0,117.0,6.0,0.0,302.0,6.0,300.0,6.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80100.0,8.0,2.0,0.0,2.0,,1.0,111.0,,92.0,92.0,1,7,0,0.0,0
1976-081,1976-081-01,1976-081-01-01,1976-081-01-01-01,4/4/1977,1,430 U.S. 564,97 S. Ct. 1349,51 L. Ed. 2d 642,1977 U.S. LEXIS 70,1976,1506,Burger,76-120,UNITED STATES v. MARTIN LINEN SUPPLY CO. et al.,2/23/1977,,27.0,,100.0,,1.0,,,0.0,122.0,,25.0,,0.0,12.0,9.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10170.0,1.0,2.0,0.0,1.0,,2.0,206.0,,92.0,92.0,1,7,1,0.0,0
1976-082,1976-082-01,1976-082-01-01,1976-082-01-01-01,4/4/1977,1,430 U.S. 584,97 S. Ct. 1361,51 L. Ed. 2d 660,1977 U.S. LEXIS 71,1976,1506,Burger,75-562,"ROSEBUD SIOUX TRIBE v. KNEIP, GOVERNOR OF SOUTH DAKOTA, et al.",1/12/1977,,170.0,,19.0,49.0,1.0,,,0.0,115.0,,28.0,,0.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,20150.0,2.0,1.0,0.0,4.0,,6.0,600.0,36 Stat. 448,102.0,99.0,1,6,3,0.0,0
1976-083,1976-083-01,1976-083-01-01,1976-083-01-01-01,4/4/1977,1,430 U.S. 634,97 S. Ct. 1345,51 L. Ed. 2d 694,1977 U.S. LEXIS 72,1976,1506,Burger,75-1704,"ALEXANDER, SECRETARY OF THE ARMY v. FIOTO",3/1/1977,,27.0,,250.0,,2.0,6.0,,1.0,94.0,,94.0,,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20060.0,2.0,1.0,0.0,1.0,,2.0,212.0,,103.0,99.0,1,8,0,1.0,1
1976-084,1976-084-01,1976-084-01-01,1976-084-01-01-01,4/19/1977,1,430 U.S. 641,97 S. Ct. 1395,51 L. Ed. 2d 701,1977 U.S. LEXIS 73,1976,1506,Burger,75-661,UNITED STATES v. ANTELOPE et al.,1/18/1977,,27.0,,170.0,,1.0,,,0.0,64.0,,29.0,,0.0,12.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,20150.0,2.0,1.0,0.0,1.0,,2.0,212.0,,99.0,99.0,1,9,0,1.0,2
1976-085,1976-085-01,1976-085-01-01,1976-085-01-01-01,4/19/1977,1,430 U.S. 651,97 S. Ct. 1401,51 L. Ed. 2d 711,1977 U.S. LEXIS 74,1976,1506,Burger,75-6527,INGRAHAM et al. v. WRIGHT et al.,11/2/1976,,239.0,,19.0,12.0,1.0,117.0,12.0,0.0,58.0,,25.0,,0.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10140.0,1.0,1.0,0.0,2.0,,2.0,221.0,,101.0,99.0,1,5,4,0.0,0
1976-086,1976-086-01,1976-086-01-01,1976-086-01-01-01,4/19/1977,5,430 U.S. 703,97 S. Ct. 1671,51 L. Ed. 2d 750,1977 U.S. LEXIS 1438,1976,1506,Burger,76-37,VORCHHEIMER v. SCHOOL DISTRICT OF PHILADELPHIA et al.,2/22/1977,,155.0,,21.0,45.0,1.0,117.0,45.0,0.0,109.0,,23.0,,0.0,12.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,20130.0,2.0,1.0,0.0,3.0,,,,,,,1,4,4,0.0,0
